dataset,instance,path,n,k,algorithm,feasible,max_route,min_route,total_distance,balance,route_lengths,runtime,iterations,return_to_depot,local_search,seed,has_reference,reference_type,reference_max_route,reference_total_distance,reference_balance,max_route_gap,max_route_gap_percent,total_distance_gap,status,reference_source,reference_source_file,solution_path,summary_csv_path,summary_txt_path
hustack,tc12,data\hustack\tc12.txt,6,2,greedy_2opt_relocate,yes,10,9,19,1,10 9,10.043130,1,no,no,99,yes,jury,10,19,1,0,0.00,0,matched,HUSTACK jury output,data\raw\hustack_jury\tc12.out,outputs\single_run\tc12_greedy_2opt_relocate_solution.txt,outputs\single_run\tc12_greedy_2opt_relocate_summary.csv,outputs\single_run\tc12_greedy_2opt_relocate_summary.txt
