timestamp,algorithm,instance,n,k,seed,time_limit,config_name,config_json,feasible,max_route,total_distance,balance,runtime,iterations,notes
2026-06-07T18:59:05,tabu_search,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,1,10.0,baseline,"{""max_candidates"":200,""tenure"":7,""use_local_search"":true}",yes,1749.0735,8514.8874,160.4697,10.0050,263,baseline
2026-06-07T18:59:05,tabu_search,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,2,10.0,baseline,"{""max_candidates"":200,""tenure"":7,""use_local_search"":true}",yes,1935.7711,9168.6158,356.7156,10.0049,258,baseline
2026-06-07T18:59:05,tabu_search,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,3,10.0,baseline,"{""max_candidates"":200,""tenure"":7,""use_local_search"":true}",yes,1781.8135,8853.0733,50.3300,10.0039,256,baseline
2026-06-07T18:59:05,tabu_search,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,1,10.0,tenure5_cand100,"{""max_candidates"":100,""tenure"":5,""use_local_search"":true}",yes,1749.0735,8514.8874,160.4697,10.0048,271,grid
2026-06-07T18:59:05,tabu_search,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,2,10.0,tenure5_cand100,"{""max_candidates"":100,""tenure"":5,""use_local_search"":true}",yes,1935.7711,9168.6158,356.7156,10.0052,263,grid
2026-06-07T18:59:05,tabu_search,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,3,10.0,tenure5_cand100,"{""max_candidates"":100,""tenure"":5,""use_local_search"":true}",yes,1781.8135,8853.0733,50.3300,10.0039,255,grid
2026-06-07T18:59:05,tabu_search,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,1,10.0,tenure5_cand200,"{""max_candidates"":200,""tenure"":5,""use_local_search"":true}",yes,1749.0735,8514.8874,160.4697,10.0053,272,grid
2026-06-07T18:59:05,tabu_search,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,2,10.0,tenure5_cand200,"{""max_candidates"":200,""tenure"":5,""use_local_search"":true}",yes,1935.7711,9168.6158,356.7156,10.0046,263,grid
2026-06-07T18:59:05,tabu_search,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,3,10.0,tenure5_cand200,"{""max_candidates"":200,""tenure"":5,""use_local_search"":true}",yes,1781.8135,8853.0733,50.3300,10.0042,256,grid
2026-06-07T18:59:05,tabu_search,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,1,10.0,tenure5_cand400,"{""max_candidates"":400,""tenure"":5,""use_local_search"":true}",yes,1749.0735,8514.8874,160.4697,10.0044,272,grid
