timestamp,stage,config_name,shake_name,candidate_name,instance,n,k,seed,time_limit,config_json,feasible,max_route,total_distance,balance,runtime,iterations,outer_iterations
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/cluster/cluster20_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,587.200249808,53648.736922652,235.99961513969998,10.00270199996885,145,1
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/cluster/cluster20_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,587.200249808,56441.697977729775,90.91897112569995,10.003095299936831,144,1
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/cluster/cluster20_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,587.200249808,54713.57543202571,170.5445403765999,10.00343789998442,174,1
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/outlier/outlier10pct_n100_k5_seed01.txt,100,5,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,1147.6812039570098,5723.77179569586,11.589300889309698,10.000084699946456,1502,275
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/outlier/outlier10pct_n100_k5_seed01.txt,100,5,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,1142.93327009401,5674.0289598973395,19.008217535070116,10.000074599985965,1469,276
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/outlier/outlier10pct_n100_k5_seed01.txt,100,5,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,1130.78494326741,5639.99056085474,9.19140575640995,10.00009919994045,1591,277
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/outlier/outlier10pct_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,698.0207953316999,13490.628736183475,57.745975416370015,10.000228799995966,754,67
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/outlier/outlier10pct_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,717.1265576639,13536.945119809096,51.63049831703995,10.000123900012113,780,37
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/outlier/outlier10pct_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,698.0207953316999,13517.560131089765,38.84681738433983,10.000095700030215,730,47
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/outlier/outlier5pct_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,683.243366603,48763.1840309863,601.0071829905,10.001188399968669,130,1
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/outlier/outlier5pct_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,683.243366603,55363.03447116484,409.61971116660004,10.00022699998226,142,1
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/outlier/outlier5pct_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,683.243366603,53141.06108882428,465.86267258360004,10.003166900016367,161,1
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/corridor/corridor_edge_n100_k5_seed01.txt,100,5,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,994.825851644,4934.914992362594,18.714662668380015,10.000077300006524,4452,850
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/corridor/corridor_edge_n100_k5_seed01.txt,100,5,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,994.825851644,4958.386879680604,6.443203492990051,10.000047000008635,4314,833
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/corridor/corridor_edge_n100_k5_seed01.txt,100,5,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,994.825851644,4909.949248364183,31.357883405410348,10.000056100077927,4284,835
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/corridor/corridor_edge_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,999.586390967,19622.30630643075,40.0427014045797,10.000418499927036,1005,74
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/corridor/corridor_edge_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,999.586390967,19593.99988293169,34.14612364959987,10.000173700042069,968,79
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/corridor/corridor_edge_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,999.586390967,19585.1038107564,34.73615354085007,10.000204799929634,930,88
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/corridor/corridor_edge_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,997.904381345,59900.43919881235,983.30928656157,10.002502199960873,112,1
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/corridor/corridor_edge_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,997.904381345,61932.008961834574,969.96836678235,10.000377600081265,99,1
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/corridor/corridor_edge_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,997.904381345,60413.11472781568,993.8178958158501,10.00112390005961,90,1
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/depot_position/uniform_edge_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,1134.74791620048,22336.311833816308,45.350888060679836,10.000307900016196,549,45
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/depot_position/uniform_edge_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,1151.1824755964,22854.563723469273,32.291156912800034,10.000253200065345,611,22
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/depot_position/uniform_edge_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,1183.9428764327001,23041.387191865633,56.75540405810011,10.000137299997732,418,24
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/depot_position/uniform_corner_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,1344.4268609575001,26442.58885420403,67.15559493452042,10.000202000024728,743,50
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/depot_position/uniform_corner_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,1373.52908787755,27241.597630324344,25.905163852649594,10.00022909999825,512,29
20260606_233522,shake_tuning,shake5,shake5,cand24,data/generated/depot_position/uniform_corner_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 5}",True,1350.1649205843,26390.635158022582,115.35485558439996,10.00018559989985,747,49
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1716.7093289345005,8519.76238983601,36.281113138100636,10.000043800100684,1108,139
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1741.7206457732004,8618.373714243411,32.06572208841999,10.00004600000102,1281,156
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1823.7886803228198,9073.20695098321,15.515328196119981,10.000036200042814,1218,163
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/uniform/uniform_center_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,882.0473698822999,17136.67314961957,81.87572656338,10.000361100072041,422,12
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/uniform/uniform_center_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,902.4456726151999,17498.2561704822,47.182383100999914,10.000354000017978,508,23
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/uniform/uniform_center_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,908.3594626308301,17767.159266921182,47.16640739010006,10.000087299966253,457,11
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/uniform/uniform_center_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,693.807353604,66962.38969341238,90.44225997077001,10.000272499979474,141,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/uniform/uniform_center_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,693.807353604,67457.41688240302,85.30626810490003,10.002463400014676,136,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/uniform/uniform_center_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,693.807353604,67491.9585325974,97.87080648203994,10.001066299970262,122,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/cluster/cluster5_n100_k5_seed01.txt,100,5,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,890.7447573036001,4351.7517044489805,29.342196902099886,10.00008050003089,1176,159
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/cluster/cluster5_n100_k5_seed01.txt,100,5,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,892.7458616826001,4159.99377189578,89.52328994297011,10.00006669992581,1240,143
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/cluster/cluster5_n100_k5_seed01.txt,100,5,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,849.4688053773999,4116.51793993604,37.56818588415979,10.000084799947217,1242,163
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/cluster/cluster10_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,615.015186264,12120.604381524467,31.114691035100122,10.000347399967723,522,6
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/cluster/cluster10_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,597.5262314045699,11753.050306994159,26.58853212117981,10.000169500010088,472,4
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/cluster/cluster10_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,611.60732015872,12035.782533455207,41.10746842377,10.00012370001059,557,5
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/cluster/cluster20_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,587.200249808,53648.736922652,235.99961513969998,10.001491499948315,145,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/cluster/cluster20_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,587.200249808,56446.92920552909,90.91897112569995,10.000531599973328,143,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/cluster/cluster20_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,587.200249808,54713.57543202571,170.5445403765999,10.001674800063483,174,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/outlier/outlier10pct_n100_k5_seed01.txt,100,5,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1180.4628177406498,5890.628423683559,7.200939288839891,10.000097300042398,1151,147
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/outlier/outlier10pct_n100_k5_seed01.txt,100,5,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1129.88046898399,5617.65150889886,9.541847646680253,10.000051999930292,1058,137
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/outlier/outlier10pct_n100_k5_seed01.txt,100,5,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1148.69686314896,5734.95716149789,4.773204601229963,10.00009460002184,1174,147
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/outlier/outlier10pct_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,698.0207953316999,13581.748407388928,33.87949889263598,10.00010849989485,636,23
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/outlier/outlier10pct_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,717.1265576639,13514.452064850684,52.38858858018011,10.000200800015591,708,18
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/outlier/outlier10pct_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,698.0207953316999,13379.210667812338,48.91619950749987,10.000214500003494,658,20
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/outlier/outlier5pct_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,683.243366603,48763.1840309863,601.0071829905,10.00080500007607,129,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/outlier/outlier5pct_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,683.243366603,55363.03447116484,409.61971116660004,10.001514100003988,142,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/outlier/outlier5pct_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,683.243366603,53171.78842408444,465.86267258360004,10.002678200020455,161,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/corridor/corridor_edge_n100_k5_seed01.txt,100,5,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,994.825851644,4918.243298428894,28.50432933858599,10.000074199982919,3337,452
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/corridor/corridor_edge_n100_k5_seed01.txt,100,5,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,994.825851644,4966.954171316754,2.840963371409998,10.000043299980462,2931,391
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/corridor/corridor_edge_n100_k5_seed01.txt,100,5,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,994.825851644,4961.328848118584,5.043114866116298,10.000054999953136,3392,449
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/corridor/corridor_edge_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,999.586390967,19574.646326761333,35.40997081766045,10.000258399988525,937,33
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/corridor/corridor_edge_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,999.586390967,19639.310853750118,25.377039663270125,10.000076099997386,793,47
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/corridor/corridor_edge_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,999.586390967,19593.311722619957,35.430031055869904,10.000135499984026,776,51
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/corridor/corridor_edge_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,997.904381345,59007.67665319986,997.904381345,10.00185910006985,110,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/corridor/corridor_edge_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,997.904381345,61818.43782608752,969.96836678235,10.000384700018913,95,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/corridor/corridor_edge_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,997.904381345,57929.03628966828,997.904381345,10.00617800001055,84,1
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/depot_position/uniform_edge_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1134.25886009755,22486.03050697921,23.53355904265004,10.000517899985425,448,12
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/depot_position/uniform_edge_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1139.13030170643,22451.06818758098,37.49622884252017,10.000132099958137,532,9
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/depot_position/uniform_edge_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1162.55763878994,22803.80751137897,64.82202059142992,10.00027920003049,425,8
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/depot_position/uniform_corner_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1350.1649205843,26371.226383562902,71.41399244970012,10.000266099930741,685,22
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/depot_position/uniform_corner_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1359.3468826807002,26682.19882161377,54.07497201260003,10.000215000007302,656,4
20260606_233522,shake_tuning,shake7,shake7,cand24,data/generated/depot_position/uniform_corner_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 7}",True,1347.1885638579,26506.928744338817,73.42563805069994,10.00015789992176,659,15
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,1731.5992939524006,8616.07845181231,17.85501153900077,10.000036599929444,841,71
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,1741.7206457732004,8576.95948514701,43.86968707662027,10.000068599940278,967,69
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,1714.0168974612998,8511.08446986301,26.11176976799993,10.000039300066419,895,71
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/uniform/uniform_center_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,899.0667132416,17366.82021670631,72.04261721930015,10.000155200017616,449,4
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/uniform/uniform_center_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,902.4456726151999,17600.7005526605,47.356574779199946,10.000254899961874,494,8
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/uniform/uniform_center_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,903.37722381257,17668.20612791251,37.159534701860025,10.000075999996625,473,5
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/uniform/uniform_center_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,693.807353604,66962.38969341238,90.44225997077001,10.00204319995828,141,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/uniform/uniform_center_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,693.807353604,67457.41688240302,85.30626810490003,10.002055700053461,138,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/uniform/uniform_center_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,693.807353604,67435.36678306911,97.87080648203994,10.001486400025897,124,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/cluster/cluster5_n100_k5_seed01.txt,100,5,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,890.7447573036001,4376.65870340968,31.704068196800108,10.000065399915911,901,79
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/cluster/cluster5_n100_k5_seed01.txt,100,5,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,949.2161739626001,4724.97380058608,9.54783602919997,10.000060199992731,884,75
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/cluster/cluster5_n100_k5_seed01.txt,100,5,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,849.4688053773999,4115.505965235981,37.398373470649744,10.000076099997386,923,80
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/cluster/cluster10_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,607.69539912757,11902.114601587473,29.53713275861014,10.00006700004451,520,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/cluster/cluster10_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,602.56346000109,11911.29556121146,24.18497722943016,10.00014299992472,461,2
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/cluster/cluster10_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,615.6407385844001,12141.683868997938,24.811721526750034,10.000247000018135,565,2
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/cluster/cluster20_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,587.200249808,53648.736922652,235.99961513969998,10.00108660000842,146,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/cluster/cluster20_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,587.200249808,56445.356443757475,90.91897112569995,10.003193799988367,147,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/cluster/cluster20_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,587.200249808,54713.57543202571,170.5445403765999,10.00168979994487,176,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/outlier/outlier10pct_n100_k5_seed01.txt,100,5,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,1133.05718833819,5633.69160866346,11.96232428818007,10.000103099970147,860,65
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/outlier/outlier10pct_n100_k5_seed01.txt,100,5,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,1129.88046898399,5621.24411566496,8.177136396020387,10.000052799936384,788,65
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/outlier/outlier10pct_n100_k5_seed01.txt,100,5,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,1132.1139559195,5653.318081025181,4.823631208700135,10.000034400029108,925,63
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/outlier/outlier10pct_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,698.0207953316999,13555.613298411536,39.39270481845983,10.00010669999756,633,9
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/outlier/outlier10pct_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,717.1265576639,13547.060710970838,62.59678062923001,10.00010150007438,672,10
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/outlier/outlier10pct_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,698.0207953316999,13478.718282392958,42.8578631243779,10.000269600073807,631,7
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/outlier/outlier5pct_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,683.243366603,48763.1840309863,601.0071829905,10.00323579995893,129,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/outlier/outlier5pct_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,683.243366603,55363.03447116484,409.61971116660004,10.001091900048777,143,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/outlier/outlier5pct_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,683.243366603,53141.06108882428,465.86267258360004,10.000934699899517,161,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/corridor/corridor_edge_n100_k5_seed01.txt,100,5,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,994.825851644,4937.815765439914,17.956992134326015,10.000067999935709,2589,239
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/corridor/corridor_edge_n100_k5_seed01.txt,100,5,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,994.825851644,4964.4158784588035,3.7855693706002285,10.000039599952288,2380,219
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/corridor/corridor_edge_n100_k5_seed01.txt,100,5,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,994.825851644,4963.468056466034,3.2599723830162475,10.000067300046794,2557,235
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/corridor/corridor_edge_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,999.586390967,19585.676013247692,38.84544499900801,10.000201300019398,869,21
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/corridor/corridor_edge_n300_k20_seed01.txt,300,20,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,999.586390967,19567.637642180693,36.97068468215036,10.000073899980634,768,26
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/corridor/corridor_edge_n300_k20_seed01.txt,300,20,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,999.586390967,19557.3877563094,44.02451647643022,10.00029820005875,790,29
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/corridor/corridor_edge_n1000_k100_seed01.txt,1000,100,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,997.904381345,59936.65380472016,983.30928656157,10.00217660004273,115,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/corridor/corridor_edge_n1000_k100_seed01.txt,1000,100,2,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,997.904381345,61932.008961834574,969.96836678235,10.002381599973887,99,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/corridor/corridor_edge_n1000_k100_seed01.txt,1000,100,3,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,997.904381345,60413.11472781568,993.8178958158501,10.005228299996816,91,1
20260606_233522,shake_tuning,shake10,shake10,cand24,data/generated/depot_position/uniform_edge_n300_k20_seed01.txt,300,20,1,10.0,"{""candidate_limit"": 24, ""max_shake_level"": 10}",True,1131.43415014568,22345.515445657034,40.24822992116992,10.000220700050704,453,8
