timestamp,stage,config_name,destroy_name,sa_name,reward_name,instance,n,k,seed,time_limit,config_json,feasible,max_route,total_distance,balance,runtime,iterations,destroy_weights,repair_weights,baseline_max_route,baseline_total_distance,relative_max_route,relative_total_distance,max_route_improvement_pct,total_distance_improvement_pct
20260608_085819,baseline,baseline,medium_destroy,default,default,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,1,5.0,"{""cooling_rate"": 0.999, ""initial_temperature"": 1000.0, ""q_max_ratio"": 0.2, ""q_min_ratio"": 0.05, ""reward_accepted"": 1.0, ""reward_current_improved"": 5.0, ""reward_global_best"": 10.0, ""reward_rejected"": 0.0}",True,1745.25856426438,8205.93885259381,164.9624820957797,5.002351099999942,851,"{""longest_route_removal"": 3.033656267344224, ""random_removal"": 3.03172311064771, ""related_removal"": 3.0354088547953126, ""route_removal"": 1.519310852953809, ""worst_removal"": 2.900782855055611}","{""balanced_insertion"": 2.8679451860269447, ""greedy_minmax_insertion"": 2.871163427052423, ""regret2_minmax_insertion"": 2.537492489168406}",1745.25856426438,8205.93885259381,1.0,1.0,0.0,0.0
20260608_085819,baseline,baseline,medium_destroy,default,default,data/generated/uniform/uniform_center_n100_k5_seed01.txt,100,5,2,5.0,"{""cooling_rate"": 0.999, ""initial_temperature"": 1000.0, ""q_max_ratio"": 0.2, ""q_min_ratio"": 0.05, ""reward_accepted"": 1.0, ""reward_current_improved"": 5.0, ""reward_global_best"": 10.0, ""reward_rejected"": 0.0}",True,1711.8809895040804,8302.426169012211,124.01774100235048,5.010800300000028,817,"{""longest_route_removal"": 2.8471242734675024, ""random_removal"": 3.3180889066221204, ""related_removal"": 3.1142782149444748, ""route_removal"": 1.8895659681359518, ""worst_removal"": 3.0105580601049917}","{""balanced_insertion"": 3.3066286326887755, ""greedy_minmax_insertion"": 3.009446930465207, ""regret2_minmax_insertion"": 2.7750731105490183}",1711.8809895040804,8302.426169012211,1.0,1.0,0.0,0.0
20260608_085819,baseline,baseline,medium_destroy,default,default,data/generated/uniform/uniform_center_n300_k20_seed01.txt,300,20,1,5.0,"{""cooling_rate"": 0.999, ""initial_temperature"": 1000.0, ""q_max_ratio"": 0.2, ""q_min_ratio"": 0.05, ""reward_accepted"": 1.0, ""reward_current_improved"": 5.0, ""reward_global_best"": 10.0, ""reward_rejected"": 0.0}",True,1083.2750376551203,18884.07294407468,261.11557565542034,5.271504800000002,36,"{""longest_route_removal"": 2.4000000000000004, ""random_removal"": 2.033333333333333, ""related_removal"": 1.6333333333333335, ""route_removal"": 2.08, ""worst_removal"": 1.6500000000000001}","{""balanced_insertion"": 1.9384615384615387, ""greedy_minmax_insertion"": 2.3692307692307693, ""regret2_minmax_insertion"": 1.4400000000000002}",1083.2750376551203,18884.07294407468,1.0,1.0,0.0,0.0
20260608_085819,baseline,baseline,medium_destroy,default,default,data/generated/uniform/uniform_center_n300_k20_seed01.txt,300,20,2,5.0,"{""cooling_rate"": 0.999, ""initial_temperature"": 1000.0, ""q_max_ratio"": 0.2, ""q_min_ratio"": 0.05, ""reward_accepted"": 1.0, ""reward_current_improved"": 5.0, ""reward_global_best"": 10.0, ""reward_rejected"": 0.0}",True,1035.28380669588,18864.68436459308,193.44548585566986,5.102468099999896,37,"{""longest_route_removal"": 1.9800000000000002, ""random_removal"": 2.3, ""related_removal"": 1.3714285714285714, ""route_removal"": 1.875, ""worst_removal"": 1.175}","{""balanced_insertion"": 1.690909090909091, ""greedy_minmax_insertion"": 1.8571428571428572, ""regret2_minmax_insertion"": 1.6526315789473687}",1035.28380669588,18864.68436459308,1.0,1.0,0.0,0.0
20260608_085819,baseline,baseline,medium_destroy,default,default,data/generated/uniform/uniform_center_n1000_k100_seed01.txt,1000,100,1,5.0,"{""cooling_rate"": 0.999, ""initial_temperature"": 1000.0, ""q_max_ratio"": 0.2, ""q_min_ratio"": 0.05, ""reward_accepted"": 1.0, ""reward_current_improved"": 5.0, ""reward_global_best"": 10.0, ""reward_rejected"": 0.0}",True,854.58937346062,75753.42896602167,172.82759379601998,6.730171499999869,2,"{""longest_route_removal"": 1.0, ""random_removal"": 2.8, ""related_removal"": 2.8, ""route_removal"": 1.0, ""worst_removal"": 1.0}","{""balanced_insertion"": 2.8, ""greedy_minmax_insertion"": 1.0, ""regret2_minmax_insertion"": 2.8}",854.58937346062,75753.42896602167,1.0,1.0,0.0,0.0
20260608_085819,baseline,baseline,medium_destroy,default,default,data/generated/uniform/uniform_center_n1000_k100_seed01.txt,1000,100,2,5.0,"{""cooling_rate"": 0.999, ""initial_temperature"": 1000.0, ""q_max_ratio"": 0.2, ""q_min_ratio"": 0.05, ""reward_accepted"": 1.0, ""reward_current_improved"": 5.0, ""reward_global_best"": 10.0, ""reward_rejected"": 0.0}",True,830.4519075839198,71821.12941701635,229.28776157551977,6.085626300000058,4,"{""longest_route_removal"": 1.0, ""random_removal"": 1.0, ""related_removal"": 1.0, ""route_removal"": 1.2666666666666668, ""worst_removal"": 2.8}","{""balanced_insertion"": 1.4000000000000001, ""greedy_minmax_insertion"": 1.9000000000000001, ""regret2_minmax_insertion"": 1.0}",830.4519075839198,71821.12941701635,1.0,1.0,0.0,0.0
20260608_085819,baseline,baseline,medium_destroy,default,default,data/generated/cluster/cluster5_n100_k5_seed01.txt,100,5,1,5.0,"{""cooling_rate"": 0.999, ""initial_temperature"": 1000.0, ""q_max_ratio"": 0.2, ""q_min_ratio"": 0.05, ""reward_accepted"": 1.0, ""reward_current_improved"": 5.0, ""reward_global_best"": 10.0, ""reward_rejected"": 0.0}",True,848.9666478576999,4170.42343816378,27.62840870230002,5.00206930000013,868,"{""longest_route_removal"": 2.8405423549760886, ""random_removal"": 3.624113311093088, ""related_removal"": 3.293320452271776, ""route_removal"": 1.6394373921583636, ""worst_removal"": 2.823952236152035}","{""balanced_insertion"": 3.0963578336167275, ""greedy_minmax_insertion"": 3.1027090426996145, ""regret2_minmax_insertion"": 2.9726222125893518}",848.9666478576999,4170.42343816378,1.0,1.0,0.0,0.0
20260608_085819,baseline,baseline,medium_destroy,default,default,data/generated/cluster/cluster5_n100_k5_seed01.txt,100,5,2,5.0,"{""cooling_rate"": 0.999, ""initial_temperature"": 1000.0, ""q_max_ratio"": 0.2, ""q_min_ratio"": 0.05, ""reward_accepted"": 1.0, ""reward_current_improved"": 5.0, ""reward_global_best"": 10.0, ""reward_rejected"": 0.0}",True,890.768066315,4367.46013312404,33.73826690761996,5.000712900000053,821,"{""longest_route_removal"": 3.12239235512029, ""random_removal"": 3.7698294577171794, ""related_removal"": 3.418125923687133, ""route_removal"": 1.7976623206263191, ""worst_removal"": 3.2571171491731747}","{""balanced_insertion"": 3.176522972006155, ""greedy_minmax_insertion"": 3.314086558582696, ""regret2_minmax_insertion"": 2.9309513895486377}",890.768066315,4367.46013312404,1.0,1.0,0.0,0.0
20260608_085819,baseline,baseline,medium_destroy,default,default,data/generated/cluster/cluster10_n300_k20_seed01.txt,300,20,1,5.0,"{""cooling_rate"": 0.999, ""initial_temperature"": 1000.0, ""q_max_ratio"": 0.2, ""q_min_ratio"": 0.05, ""reward_accepted"": 1.0, ""reward_current_improved"": 5.0, ""reward_global_best"": 10.0, ""reward_rejected"": 0.0}",True,676.8924757252001,12521.178228583929,131.91431753751021,5.039873799999896,37,"{""longest_route_removal"": 1.72, ""random_removal"": 1.875, ""related_removal"": 1.9454545454545455, ""route_removal"": 1.1, ""worst_removal"": 1.8800000000000001}","{""balanced_insertion"": 1.6823529411764708, ""greedy_minmax_insertion"": 1.6500000000000001, ""regret2_minmax_insertion"": 1.7833333333333334}",676.8924757252001,12521.178228583929,1.0,1.0,0.0,0.0
20260608_085819,baseline,baseline,medium_destroy,default,default,data/generated/cluster/cluster10_n300_k20_seed01.txt,300,20,2,5.0,"{""cooling_rate"": 0.999, ""initial_temperature"": 1000.0, ""q_max_ratio"": 0.2, ""q_min_ratio"": 0.05, ""reward_accepted"": 1.0, ""reward_current_improved"": 5.0, ""reward_global_best"": 10.0, ""reward_rejected"": 0.0}",True,665.6363495619299,12029.17918819439,134.93975716729994,5.137905600000067,27,"{""longest_route_removal"": 1.8800000000000001, ""random_removal"": 1.8666666666666667, ""related_removal"": 1.4500000000000002, ""route_removal"": 2.3, ""worst_removal"": 2.0}","{""balanced_insertion"": 2.088888888888889, ""greedy_minmax_insertion"": 1.4666666666666668, ""regret2_minmax_insertion"": 2.0666666666666664}",665.6363495619299,12029.17918819439,1.0,1.0,0.0,0.0
